Age,Attrition,BusinessTravel,Department,DistanceFromHome,EngagementScore,TimeSinceLastPromotion,JobSatisfaction,OvertimeHours,BurnoutRisk,CommuteTime,FlexibleWorkEligibility,SkillDemandScore,DiversityIndex,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,PolicySatisfactionScore,ManagerExperienceLevel,IndustryGrowthRate,RegionalUnemploymentRate,VoluntaryOvertimeHours,MandatoryOvertimeHours,TeamDiversityScore,GenderDiversityRatio,SalaryPercentile,AttritionRiskIndex,TotalBenefits,AttritionRiskScore,RetentionRisk
52,No,Travel_Frequently,Engineering,29,81,0,4,6,8,22,No,2,0.771808206,3,Technical Degree,7576,3,Male,1,1,Research Scientist,Divorced,14720,2,Yes,24,3,4,0,22,2,2,6,4,10,4,4,3.50387377,2.346474374,3,17,0.798719442,0.478507893,High,9.599054984,38720,6.525797313,Low
33,No,Travel_Frequently,Human Resources,10,48,3,3,29,53,11,Yes,3,0.430867302,3,Marketing,7577,3,Male,3,4,Sales Executive,Divorced,,1,Yes,19,,2,1,33,3,3,12,6,6,3,1,1.59731551,8.177221458,6,18,0.441611233,0.444416752,High,26.81534218,,31.38727477,Low
38,Yes,Travel_Rarely,Research & Development,27,36,2,3,11,95,66,No,2,0.985107592,4,Business,7578,1,Female,4,1,Product Manager,Single,,4,Yes,23,2,2,0,26,2,4,15,4,7,1,4,3.170689193,9.779786381,3,16,1.119220295,0.512769282,Low,23.20226239,,12.89256378,Low
36,No,Travel_Rarely,Sales,11,33,0,3,0,80,111,No,3,0.896649492,3,Marketing,7579,1,Female,2,1,Laboratory Technician,Single,14269,4,No,21,1,2,3,12,0,3,12,7,10,2,3,2.57822221,2.15609347,2,3,0.852125995,0.595443614,High,11.86618027,36769,9.317683765,Low
30,Yes,Travel_Rarely,Research & Development,19,84,5,1,1,74,18,No,3,0.452844012,2,Other,7580,2,Male,1,3,Marketing Manager,Married,17074,1,Yes,20,2,2,1,15,1,1,3,9,6,4,1,1.13623679,2.260627311,5,3,0.432480983,0.590626947,Very High,9.124736326,37574,6.355534696,Low
33,Yes,Travel_Rarely,Human Resources,24,33,9,1,16,70,32,Yes,2,0.432425792,4,Finance,7581,3,Male,3,2,Data Scientist,Divorced,15095,5,Yes,20,4,2,2,22,2,1,7,3,2,1,4,3.648531043,8.427919256,1,6,0.444655483,0.450076715,High,8.020485913,36095,11.28302284,Low
53,No,Travel_Rarely,Sales,19,67,0,2,16,25,22,No,3,0.601942495,2,Business,7582,4,Female,2,3,Human Resources,Divorced,4452,7,Yes,24,3,4,3,6,4,2,19,5,7,4,4,2.658002592,4.312671327,3,18,0.57066776,0.437222515,Low,16.69152212,29952,14.55035351,Low
46,No,Travel_Frequently,Sales,10,34,0,1,7,41,46,No,1,0.633417238,1,Other,7583,3,Male,3,1,Product Manager,Single,5175,8,Yes,19,3,4,1,3,2,1,17,7,0,4,1,1.64494872,8.598383703,8,19,0.609541834,0.442180856,Low,33.29099604,24675,17.24386449,Low
39,No,Travel_Rarely,Research & Development,22,71,6,1,3,78,78,No,2,0.662915635,4,Other,7584,3,Female,3,1,Human Resources,Single,14518,8,Yes,21,3,1,1,24,0,2,17,6,2,3,2,3.693440535,6.587209653,7,5,0.748833639,0.456266616,High,16.03762739,36018,8.393097787,Low
36,Yes,Travel_Frequently,Research & Development,17,37,0,1,12,70,26,No,2,0.374023482,3,Other,7585,3,Female,3,1,Human Resources,Divorced,2813,4,Yes,16,3,2,1,20,2,3,18,3,9,4,4,3.548120218,7.83725748,4,16,0.389917908,0.469609927,Low,18.254927,19313,26.71055769,Low
53,Yes,Travel_Rarely,Finance,24,,2,1,25,72,92,No,2,0.243738317,2,Business,7586,3,Female,2,1,Product Manager,Single,6246,0,Yes,12,3,4,3,26,4,1,14,3,4,4,3,4.292182155,2.473261098,5,11,0.209372802,0.427625287,Low,1.785728104,19746,2.6537457,Low
27,Yes,Travel_Rarely,Engineering,23,32,4,2,12,6,31,No,3,0.633217253,4,Life Sciences,7587,3,Male,1,2,Marketing Manager,Married,16893,0,Yes,23,4,3,3,33,1,4,0,5,1,4,1,3.377110426,7.649780469,6,2,0.673465577,0.484651399,Very High,34.98730251,41393,49.70408282,Low
56,Yes,Travel_Rarely,Finance,1,32,2,3,10,99,41,Yes,1,0.685108171,1,Life Sciences,7588,4,Female,1,3,Marketing Manager,Single,3925,2,Yes,23,,4,1,7,1,3,7,4,11,1,4,1.368321811,5.4358893,3,3,0.733210029,0.529733314,Low,15.58439923,27425,8.733026155,Low
55,No,Travel_Frequently,Research & Development,30,,5,3,11,21,68,Yes,1,0.966351296,1,Business,7589,4,Female,2,2,Research Scientist,Married,18966,4,Yes,19,3,3,2,23,0,3,9,2,2,1,2,1.222843248,8.545848675,2,0,1.110852994,0.578577804,Very High,20.74580176,38966,24.17313248,Low
59,No,Travel_Rarely,Human Resources,30,,8,1,23,49,31,No,1,0.634940127,4,Finance,7590,3,Female,1,2,Manager,Single,3397,8,Yes,18,3,3,0,31,1,3,16,4,9,3,1,4.481884259,7.60849478,2,19,0.681430865,0.573838712,Low,19.33609312,21397,18.19916968,Low
26,Yes,Travel_Rarely,Sales,7,59,1,1,13,23,24,Yes,4,0.325050008,1,Other,7591,2,Female,4,3,Human Resources,Married,14802,7,Yes,23,3,1,2,9,3,4,18,0,10,2,2,3.669993589,7.389321907,4,7,0.373142145,0.43481314,High,20.94708321,38802,21.49343369,Low
39,No,Travel_Frequently,Sales,16,68,6,4,20,37,110,Yes,4,0.445818152,1,Technical Degree,7592,4,Female,3,3,Manager,Divorced,,0,Yes,21,1,3,3,24,4,3,1,7,7,4,4,4.746824087,5.814513804,6,10,0.379717018,0.501112558,Low,17.59748436,,19.00404554,Low
37,No,Travel_Rarely,Research & Development,11,,3,4,0,83,25,No,2,0.241571501,3,Business,7593,2,Female,4,4,Manager,Single,8432,0,No,24,3,1,0,5,4,2,2,1,5,2,4,1.703418216,5.728581004,2,1,0.274624936,0.439561645,Medium,6.292848527,32432,8.510862939,Low
29,Yes,Travel_Rarely,Human Resources,21,85,5,1,8,53,42,No,3,0.212312815,2,Life Sciences,7594,3,Female,1,3,Software Engineer,Married,9699,1,Yes,22,3,4,3,27,4,1,5,1,4,4,1,1.258540952,5.585540625,9,18,0.187155932,0.446563118,Medium,8.743022166,33199,9.794381567,Low
46,No,Non-Travel,Research & Development,18,,9,1,2,49,44,No,4,0.582364533,3,Technical Degree,7595,2,Female,1,4,Research Scientist,Married,4118,5,Yes,11,4,3,0,36,2,3,12,0,8,2,1,2.168207244,9.467282312,2,3,0.611305802,0.484940317,Low,8.594466613,15118,5.291060135,Low
53,No,Travel_Rarely,Research & Development,1,55,9,4,6,84,90,No,1,0.729593508,3,Business,7596,1,Male,4,2,Marketing Manager,Single,13197,3,Yes,15,2,3,3,6,3,2,19,6,7,1,2,1.93902669,2.844853638,0,7,0.681519392,0.480171302,High,24.63718735,29697,19.14850393,Low
47,No,Travel_Rarely,Sales,30,34,5,2,14,10,38,No,2,0.961121822,3,Human Resources,7597,1,Male,4,2,Research Scientist,Single,15822,6,Yes,17,4,3,1,32,2,4,4,2,5,2,1,4.970322331,6.489428261,3,5,0.794406399,0.451130014,Very High,34.18125196,33322,31.49979001,Low
43,No,Travel_Frequently,Sales,2,85,7,2,6,82,84,Yes,2,0.706832627,3,Technical Degree,7598,3,Male,3,3,Laboratory Technician,Divorced,15005,9,Yes,23,1,3,0,21,0,2,10,7,7,1,2,2.663544396,6.366238399,2,2,0.657188469,0.558795724,High,9.209708243,38005,6.633347139,Low
52,No,Travel_Rarely,Engineering,29,62,6,1,10,20,112,No,1,0.344851155,2,Marketing,7599,3,Female,3,2,Manager,Divorced,7928,2,Yes,19,2,4,0,7,1,1,19,2,0,2,1,3.168422576,6.009808722,9,2,0.390416343,0.42189926,Medium,20.65340939,26928,26.16147224,Low
31,No,Travel_Rarely,Sales,22,36,4,2,15,97,90,Yes,2,0.925787015,1,Life Sciences,7600,2,Female,2,4,Research Scientist,Married,16493,6,Yes,11,3,1,3,5,4,2,15,0,7,1,4,2.692758288,3.22242444,0,13,1.04531194,0.537571933,Very High,32.10458381,28993,47.88737485,Low
33,No,Travel_Rarely,Research & Development,2,61,6,2,25,11,113,No,1,0.903948751,4,Finance,7601,3,Female,4,4,Manager,Single,6540,9,Yes,16,3,3,0,0,1,3,7,9,8,4,4,2.858306118,8.857107763,6,15,0.974994581,0.459223125,Medium,21.07594557,22540,10.62959635,Low
49,Yes,Travel_Rarely,Engineering,29,57,5,2,25,79,101,Yes,3,0.526088948,1,Marketing,7602,3,Male,2,4,Laboratory Technician,Married,10013,4,Yes,18,3,4,1,32,4,1,0,5,6,2,2,4.127151175,6.468813377,6,14,0.579070558,0.522120543,Medium,22.86140293,28513,24.14693037,Low
27,Yes,Travel_Rarely,Sales,6,52,4,1,11,96,96,No,2,0.61799053,1,Human Resources,7603,1,Male,4,2,Laboratory Technician,Married,2502,8,Yes,20,3,4,3,8,1,4,14,7,1,1,1,1.185347516,3.426425329,7,3,0.524510296,0.432755376,Low,25.17383003,24002,18.8428528,Low
41,No,Travel_Rarely,Sales,29,98,8,1,26,11,28,No,2,0.599491305,4,Human Resources,7604,2,Male,1,1,Software Engineer,Single,16341,3,Yes,14,3,1,0,33,2,2,7,8,9,4,1,4.662405934,5.488452979,2,3,0.599269487,0.511312194,Very High,2.765545816,30341,1.540395529,Low
26,Yes,Travel_Rarely,Research & Development,28,91,3,2,19,93,11,No,4,0.552274254,1,Technical Degree,7605,4,Female,4,2,Sales Executive,Married,10249,0,Yes,11,4,3,1,27,4,1,19,4,4,3,2,4.282468644,3.395163954,1,2,0.48979817,0.463168582,Medium,5.262702915,21749,6.866570699,Low
44,No,Travel_Rarely,Sales,24,77,6,3,23,39,34,Yes,3,0.463815738,4,Other,7606,4,Male,4,1,Product Manager,Married,8311,6,Yes,19,4,2,2,20,3,4,15,9,0,2,3,1.02160692,2.478349332,1,8,0.508044781,0.474648848,Medium,12.9096933,28311,9.573575596,Low
30,Yes,Travel_Frequently,Research & Development,8,95,6,2,7,1,96,Yes,3,0.989463719,1,Marketing,7607,4,Male,3,1,Sales Executive,Single,16115,2,Yes,16,4,3,0,38,2,4,13,4,2,4,4,3.976889739,4.291625681,0,13,1.178644118,0.438341905,Very High,4.017068652,32115,4.649357284,Low
50,Yes,Travel_Frequently,Research & Development,22,91,2,1,12,64,31,No,3,0.92657659,2,Human Resources,7608,2,Male,1,2,Software Engineer,Married,14695,5,Yes,19,,3,2,35,3,4,14,8,5,4,4,3.529512944,8.900015097,7,4,0.861773875,0.454885134,High,5.130974024,34695,6.404324017,Low
37,No,Travel_Frequently,Sales,21,98,7,4,1,47,62,No,1,0.466740942,2,Other,7609,3,Male,2,1,Marketing Manager,Married,2381,2,Yes,19,2,1,3,18,0,1,15,3,3,2,4,3.633235039,9.528715625,7,11,0.477973071,0.47995094,Low,2.75379237,22881,2.052906893,Low
43,No,Travel_Rarely,Human Resources,20,,8,2,7,91,14,No,3,0.691384396,2,Business,7610,3,Male,4,3,Software Engineer,Single,11456,0,Yes,21,4,1,2,7,0,1,12,3,0,2,2,3.978804416,5.798693128,2,3,0.637019976,0.478267354,High,9.279579051,33456,9.035240166,Low
29,Yes,Travel_Rarely,Finance,14,65,4,1,14,99,92,Yes,1,0.268343884,1,Human Resources,7611,1,Female,2,3,Research Scientist,Married,15464,7,Yes,15,4,4,0,23,2,4,14,4,11,1,4,4.269760544,5.452270232,0,17,0.218295236,0.558064176,High,18.71462595,30464,26.29752733,Low
41,No,Travel_Rarely,Finance,22,65,0,4,11,8,71,No,2,0.796271245,2,Business,7612,3,Female,2,2,Marketing Manager,Married,18751,5,Yes,20,2,2,3,25,0,2,4,4,3,1,4,3.677359225,5.321072904,4,16,0.828522636,0.475868835,Very High,17.74935006,40251,19.86480048,Low
35,Yes,Travel_Frequently,Research & Development,29,85,0,1,26,76,23,No,1,0.874963499,3,Business,7613,1,Female,4,2,Human Resources,Single,7242,0,Yes,24,2,1,0,15,2,3,4,1,8,4,3,1.363652784,7.247961815,7,19,0.980212799,0.409371133,Medium,7.632441531,31242,7.8042608,Low
58,No,Travel_Rarely,Sales,21,36,4,2,4,92,101,Yes,3,0.573455112,4,Other,7614,4,Female,1,3,Human Resources,Divorced,17242,9,Yes,12,3,1,0,38,2,4,18,8,9,3,3,1.232480516,6.902988785,9,8,0.562249538,0.469733724,Very High,33.21742678,29242,44.64251136,Low
55,No,Travel_Rarely,Research & Development,26,61,1,2,1,48,17,Yes,4,0.260758934,2,Other,7615,4,Female,3,3,Software Engineer,Divorced,17312,2,Yes,22,2,4,3,28,1,4,1,8,3,3,2,3.523360711,8.03739238,3,8,0.222414818,0.400266373,Very High,19.90098958,40812,19.87726601,Low
32,Yes,Travel_Rarely,Sales,20,30,1,3,11,83,91,Yes,4,0.665877544,1,Other,7616,3,Female,3,2,Human Resources,Single,6676,0,Yes,11,4,3,2,14,0,2,15,7,1,1,1,4.634453385,4.155812786,8,18,0.551091455,0.412044399,Medium,35.56586075,18676,27.18099696,Low
54,No,Travel_Rarely,Research & Development,22,87,5,2,5,93,44,No,3,0.243909761,3,Other,7617,2,Male,4,2,Sales Executive,Married,14287,2,Yes,23,3,3,3,39,2,3,1,1,2,1,1,3.488522507,3.113553807,4,2,0.260270981,0.434182512,High,7.71603281,38787,4.631239473,Low
52,No,Travel_Rarely,Sales,25,34,4,3,26,87,76,No,3,0.852754733,2,Marketing,7618,2,Male,2,2,Manager,Divorced,12366,3,Yes,21,1,4,2,21,2,3,16,5,7,2,1,1.79365249,4.413880254,0,7,0.723423464,0.575479672,High,26.61339309,34366,33.35010419,Low
55,Yes,Travel_Rarely,Sales,25,63,1,4,7,98,25,No,2,0.668018343,2,Life Sciences,7619,1,Female,3,1,Product Manager,Married,2650,0,Yes,23,3,4,0,9,1,3,16,6,6,1,1,3.094825749,9.309828306,7,16,0.748603096,0.469542835,Low,18.93126318,25650,27.49591803,Low
28,Yes,Travel_Rarely,Human Resources,8,49,4,1,3,90,70,No,2,0.896700794,2,Finance,7620,4,Male,3,1,Product Manager,Single,15175,4,Yes,17,1,3,0,11,3,4,15,8,4,2,1,1.434187751,7.228599851,0,5,0.945631214,0.488930354,High,11.10419347,32175,15.94958645,Low
44,No,Travel_Frequently,Sales,26,65,3,2,9,88,79,No,3,0.503153888,1,Technical Degree,7621,4,Male,1,1,Laboratory Technician,Married,16299,4,Yes,21,3,4,3,26,3,2,11,3,2,3,4,4.562112936,3.272443512,7,1,0.586135524,0.494619583,Very High,18.42327055,38799,17.88652487,Low
28,No,Travel_Rarely,Human Resources,17,55,5,3,15,98,46,No,4,0.400124526,4,Life Sciences,7622,2,Male,3,4,Research Scientist,Single,4976,3,Yes,19,3,4,0,16,3,2,12,0,6,3,4,3.312236304,4.143832436,8,8,0.384745312,0.583984578,Low,23.76893018,23976,28.12191358,Low
46,No,Travel_Frequently,Research & Development,25,62,0,1,28,96,98,No,3,0.950956858,4,Technical Degree,7623,1,Female,3,4,Human Resources,Single,18816,2,Yes,11,4,2,0,16,2,3,4,1,6,1,4,3.820896802,4.08864513,6,4,1.140999617,0.489789953,Very High,19.27384531,29816,23.42458032,Low
24,No,Travel_Rarely,Engineering,5,30,2,4,24,66,70,No,1,0.920635457,3,Other,7624,2,Female,1,3,Laboratory Technician,Single,8360,7,Yes,22,3,2,2,28,2,2,0,4,6,4,4,2.055344483,5.866012394,7,0,0.770750668,0.497710938,Medium,35.65805565,31360,31.23217054,Low
59,Yes,Travel_Rarely,Research & Development,27,45,4,4,29,74,74,Yes,2,0.252820387,4,Human Resources,7625,4,Male,4,4,Manager,Single,10560,1,Yes,22,2,3,0,36,2,1,18,3,4,3,1,3.280533888,3.019216616,9,6,0.250218763,0.494527277,Medium,3.141724912,32560,4.669729036,Low
41,No,Travel_Rarely,Sales,3,79,7,3,7,96,64,Yes,2,0.890629118,2,Marketing,7626,2,Male,2,1,Software Engineer,Single,10614,8,Yes,19,1,1,2,32,0,1,3,6,8,1,3,3.182568874,9.69875725,5,8,0.795687348,0.59440115,Medium,12.17876338,30614,12.22020927,Low
55,No,Travel_Rarely,Research & Development,24,64,1,1,28,72,40,No,4,0.942417202,4,Life Sciences,7627,4,Female,1,3,Product Manager,Divorced,9282,5,Yes,16,1,1,2,6,1,3,17,4,8,1,4,3.056098974,3.780505221,9,16,0.964673488,0.566336315,Medium,18.39217804,26282,20.84247539,Low
51,No,Travel_Rarely,Human Resources,24,64,7,4,15,62,106,Yes,3,0.562557665,4,Finance,7628,4,Male,2,4,Manager,Divorced,7113,3,Yes,13,,2,3,22,1,1,1,7,4,3,3,3.64461188,6.821221784,3,13,0.658044597,0.45468122,Medium,19.76963465,21613,28.19370769,Low
38,Yes,Travel_Rarely,Sales,25,88,7,1,22,53,21,No,1,0.914166176,4,Other,7629,1,Female,3,4,Marketing Manager,Divorced,5108,1,Yes,13,2,1,2,8,4,3,8,8,2,1,1,2.72830059,8.927187796,0,19,0.844528825,0.499139521,Low,7.557760172,19108,7.64283077,Low
31,No,Travel_Rarely,Sales,18,42,5,1,6,73,72,Yes,4,0.557825906,2,Business,7630,3,Female,1,3,Software Engineer,Married,,9,Yes,16,1,3,1,5,4,1,15,8,4,3,4,2.404939227,6.577885663,6,4,0.478003196,0.402327563,High,30.34949114,,28.58381273,Low
56,No,Travel_Rarely,Research & Development,10,51,4,3,23,23,31,No,4,0.245777213,2,Finance,7631,1,Male,4,3,Manager,Divorced,,8,Yes,15,2,3,2,26,1,3,18,9,0,1,4,4.478371736,5.881013944,3,6,0.242543954,0.513092187,Low,25.562707,,30.47401079,Low
41,No,Travel_Rarely,Sales,4,85,6,3,27,29,13,Yes,3,0.637101602,4,Finance,7632,3,Female,2,1,Marketing Manager,Divorced,14965,3,Yes,23,2,2,3,3,2,1,15,8,7,2,4,3.027185757,8.846478676,4,3,0.624825488,0.512517116,High,8.908755347,39465,9.948146969,Low
39,No,Travel_Rarely,Research & Development,10,34,5,3,11,71,102,No,4,0.948817693,2,Finance,7633,4,Female,3,4,Human Resources,Single,19825,0,Yes,15,2,2,3,30,4,1,16,8,11,2,4,1.755393233,8.178410232,9,19,0.860549122,0.519086908,Very High,34.40287205,36325,48.28578333,Low
48,No,Travel_Rarely,Sales,18,,8,1,6,5,105,No,2,0.627282895,2,Business,7634,1,Male,1,3,Laboratory Technician,Divorced,18039,3,Yes,15,2,1,1,31,3,2,0,2,3,4,3,2.524501212,5.520551888,7,3,0.7274063,0.579435968,Very High,15.94717077,33539,16.45468317,Low
57,No,Travel_Rarely,Finance,29,,1,4,16,40,31,No,3,0.311227628,4,Finance,7635,1,Female,4,2,Manager,Married,7027,4,Yes,17,2,2,3,30,2,4,0,6,10,3,1,3.47056435,6.90476772,2,19,0.333989071,0.493394909,Medium,8.413800031,25527,5.434307921,Low
44,Yes,Non-Travel,Sales,13,44,5,2,14,32,116,No,4,0.551687827,2,Marketing,7636,1,Female,1,4,Research Scientist,Divorced,8198,5,Yes,18,3,4,3,34,3,1,14,7,11,3,4,2.043986911,6.395368678,7,18,0.483081529,0.448181818,Medium,29.45808251,27698,40.53482072,Low
53,Yes,Travel_Rarely,Finance,22,42,6,1,27,83,115,No,4,0.284991879,4,Finance,7637,2,Male,1,3,Product Manager,Divorced,10787,1,Yes,17,2,4,0,10,0,2,14,3,11,2,1,4.953708758,3.518840195,4,3,0.279796954,0.452006902,Medium,16.14712467,27787,20.88455731,Low
31,Yes,Travel_Rarely,Sales,17,38,0,1,13,10,68,No,2,0.668228877,2,Finance,7638,4,Female,2,1,Manager,Divorced,5581,2,Yes,23,2,4,0,28,3,3,16,3,9,4,4,3.682639122,5.560562018,8,12,0.575657731,0.457384616,Low,31.31946842,28581,21.68024589,Low
32,Yes,Travel_Frequently,Research & Development,14,48,8,1,4,71,81,Yes,4,0.699751556,4,Human Resources,7639,1,Male,2,4,Data Scientist,Divorced,6495,8,Yes,12,,3,0,37,4,3,18,4,6,1,3,3.596275313,7.209021094,2,18,0.575359023,0.528997675,Low,8.968755989,18495,8.14088603,Low
59,No,Travel_Frequently,Sales,26,,7,2,1,86,89,Yes,4,0.731301639,1,Marketing,7640,3,Male,3,4,Laboratory Technician,Single,5160,7,Yes,15,4,4,0,0,1,3,0,9,7,2,4,3.027550108,3.305639415,2,4,0.644839218,0.459405867,Low,32.19294222,20160,45.25696283,Low
27,Yes,Non-Travel,Human Resources,19,93,4,2,4,93,117,No,4,0.242312676,1,Life Sciences,7641,2,Male,3,3,Human Resources,Married,16403,6,Yes,23,4,2,1,0,2,1,2,1,10,2,2,2.721376954,4.677495904,7,15,0.283552054,0.497037087,Very High,4.713377737,39903,5.977322074,Low
55,No,Travel_Frequently,Sales,18,,4,2,4,92,108,No,2,0.878523595,3,Marketing,7642,2,Female,2,2,Marketing Manager,Divorced,,2,Yes,16,1,1,0,9,0,1,0,9,1,2,2,1.369073485,3.933618664,6,16,0.709472811,0.58496472,High,16.14065781,,10.74295297,Low
57,Yes,Travel_Frequently,Engineering,23,42,8,1,5,83,54,No,1,0.93340712,4,Technical Degree,7643,4,Male,4,1,Laboratory Technician,Divorced,16426,8,Yes,23,3,4,0,5,3,3,17,1,7,4,3,3.414182442,3.77082916,1,7,0.958508507,0.473222253,Very High,30.82799189,39426,33.11550182,Low
58,Yes,Non-Travel,Research & Development,8,49,1,3,13,71,68,No,1,0.42941981,4,Other,7644,2,Male,1,2,Manager,Single,16695,5,Yes,14,,4,2,23,1,4,1,0,6,2,2,3.512447641,6.732340839,2,3,0.501463449,0.527273545,Very High,27.98860563,31695,40.73386875,Low
38,No,Travel_Rarely,Sales,18,89,5,2,21,84,19,No,1,0.826463905,3,Other,7645,1,Male,3,3,Sales Executive,Married,3500,0,Yes,18,4,4,2,0,2,3,14,7,2,1,1,2.529198405,2.446191806,3,6,0.776597786,0.576183806,Low,6.644701299,22500,7.651921654,Low
33,Yes,Travel_Frequently,Sales,16,43,3,3,5,99,29,No,4,0.586698404,2,Business,7646,4,Female,1,2,Laboratory Technician,Divorced,,3,Yes,20,4,4,1,7,2,2,9,7,6,4,4,2.789271817,6.193403209,2,8,0.629666226,0.563849815,Medium,20.77207665,,16.95345164,Low
42,Yes,Travel_Frequently,Human Resources,25,47,3,1,12,89,44,Yes,3,0.624910474,4,Other,7647,4,Male,2,3,Marketing Manager,Divorced,6011,9,Yes,23,2,2,3,28,1,2,5,8,7,1,2,1.17592993,3.829978459,9,0,0.549355898,0.406650337,Low,8.794288565,30511,6.789693786,Low
40,No,Travel_Frequently,Sales,11,63,7,3,6,51,60,No,1,0.394251885,2,Marketing,7648,1,Female,1,2,Software Engineer,Married,,3,Yes,17,4,2,0,23,1,2,7,4,11,1,2,4.96064178,6.306265274,5,5,0.433516498,0.539832155,Very High,20.17097151,,28.63617075,Low
24,No,Non-Travel,Research & Development,17,33,2,4,17,11,20,No,3,0.915790026,4,Business,7649,4,Female,4,3,Research Scientist,Married,7347,1,Yes,11,2,1,2,38,2,3,16,6,8,4,2,1.598373776,6.044368341,2,10,1.042388177,0.514880682,Medium,34.05662503,19347,46.41414171,Low
39,Yes,Travel_Rarely,Research & Development,18,84,7,1,3,78,95,No,4,0.966682698,3,Other,7650,2,Female,2,3,Laboratory Technician,Divorced,19490,0,Yes,24,2,1,1,25,2,3,7,2,4,4,3,2.468352209,3.101471422,3,10,0.913569193,0.503160432,Very High,9.679153593,43990,12.85579644,Low
40,Yes,Travel_Rarely,Sales,19,95,9,1,4,51,84,No,2,0.723710737,3,Marketing,7651,4,Female,4,3,Human Resources,Single,5669,5,Yes,15,4,1,3,1,1,1,3,9,0,4,2,1.359162361,4.503152197,8,3,0.660913712,0.432123764,Low,4.590704857,22169,6.581407345,Low
27,No,Non-Travel,Human Resources,18,88,4,4,25,95,83,No,3,0.321352996,3,Finance,7652,4,Female,3,2,Product Manager,Divorced,18136,1,Yes,22,4,4,3,14,2,3,18,6,1,1,3,1.892452547,4.599700353,8,7,0.332926769,0.470405961,Very High,7.171948024,41636,4.240398983,Low
37,No,Travel_Rarely,Sales,14,38,1,1,27,94,65,No,4,0.627602511,2,Finance,7653,2,Female,3,1,Data Scientist,Single,18716,7,Yes,18,1,2,2,39,0,4,16,5,4,3,4,4.499094076,5.802224481,9,12,0.553489249,0.403168164,Very High,15.51653887,37716,14.8734091,Low
29,Yes,Travel_Frequently,Research & Development,17,95,4,1,14,28,87,Yes,1,0.441969293,1,Technical Degree,7654,2,Female,4,1,Laboratory Technician,Single,7086,9,Yes,10,4,4,1,35,0,1,0,1,8,1,4,1.489868868,7.247323747,0,4,0.444697346,0.405676626,Medium,3.647331234,17586,2.35901089,Low
39,Yes,Travel_Rarely,Research & Development,8,,3,2,22,89,26,No,1,0.56069179,4,Life Sciences,7655,2,Female,1,4,Product Manager,Single,9336,2,Yes,11,1,3,3,19,0,2,0,9,9,4,4,4.523832597,8.46569064,8,0,0.606359168,0.434058617,Medium,12.78956721,21836,18.71685711,Low
33,No,Travel_Frequently,Sales,15,56,8,1,1,33,70,No,4,0.739632772,3,Other,7656,1,Male,2,2,Marketing Manager,Divorced,3721,3,Yes,14,,1,2,9,0,4,1,1,3,3,4,4.731430675,9.711953069,6,3,0.78043469,0.557116672,Low,23.89554665,18721,14.21204557,Low
31,No,Non-Travel,Sales,17,36,5,1,7,70,61,No,4,0.256562123,1,Marketing,7657,2,Female,3,2,Sales Executive,Married,17362,0,Yes,12,1,3,2,3,1,4,11,2,5,3,4,2.059410922,6.661103523,7,15,0.236802794,0.569060869,Very High,26.34671227,30362,19.24448193,Low
28,Yes,Travel_Rarely,Research & Development,21,40,2,1,17,93,90,No,3,0.362639986,1,Technical Degree,7658,4,Male,3,2,Data Scientist,Divorced,10576,5,Yes,18,3,2,0,1,3,4,12,5,8,4,4,4.483682749,2.894373371,5,18,0.363522636,0.488110734,Medium,30.76948223,28576,27.18939923,Low
22,No,Travel_Rarely,Research & Development,11,51,1,1,20,82,65,Yes,1,0.799900746,4,Marketing,7659,1,Female,1,4,Manager,Single,13628,0,Yes,10,4,1,0,27,2,4,13,9,6,4,3,3.072520925,6.349672416,4,3,0.730088759,0.56639718,High,25.00435339,23628,18.2777742,Low
57,No,Travel_Rarely,Sales,29,,6,1,24,10,71,Yes,4,0.230534869,3,Business,7660,3,Male,3,4,Data Scientist,Married,3557,5,Yes,10,4,1,3,24,0,1,4,9,6,2,3,1.118101698,2.850885828,9,19,0.27082924,0.45416638,Low,25.48041753,15057,17.79430042,Low
42,No,Travel_Frequently,Sales,6,94,0,4,28,56,110,No,4,0.681492214,3,Technical Degree,7661,3,Female,4,4,Marketing Manager,Married,,7,Yes,18,2,2,1,17,0,4,16,9,0,3,1,4.084631099,8.691831941,3,6,0.690480607,0.466129359,Medium,3.445181183,,3.964237396,Low
58,No,Travel_Frequently,Sales,23,88,4,2,1,15,60,No,1,0.413814253,3,Life Sciences,7662,3,Male,1,1,Marketing Manager,Single,4319,6,Yes,10,4,3,2,31,1,4,19,1,6,2,3,4.504003778,7.443303604,9,7,0.341704551,0.563030833,Low,7.141523085,15319,6.637366721,Low
45,No,Travel_Rarely,Research & Development,19,99,4,3,1,86,49,No,2,0.921988665,4,Human Resources,7663,1,Female,3,2,Marketing Manager,Single,3064,8,Yes,24,3,2,0,37,1,3,3,8,0,2,3,3.93971781,8.334499489,5,9,1.013041446,0.436757092,Low,1.505570262,27064,1.704321862,Low
